"100001_at","Cd3g","12502","CD3 antigen, gamma polypeptide","3.91402067987102","3.86048940075989","3.9226567995032","3.82994004758123","3.78806242346122","3.77267688173767","3.84807716166765","3.85425840358991"
"100002_at","Itih3","16426","inter-alpha trypsin inhibitor, heavy chain 3","4.51838858869332","4.59160927124211","4.56999793958802","4.49777715514184","4.48301571218716","4.69794489190027","4.49316555882565","4.56600832502491"
"100003_at","Ryr1","20190","ryanodine receptor 1, skeletal muscle","3.56895159574902","3.64884091019301","3.44462092444474","3.34705357171938","3.50180242126707","3.60658428129874","3.42365953750467","3.38146262466952"
"100004_at","Ints7","77065","integrator complex subunit 7","5.15442426898486","5.34968382938241","5.27563022734073","5.28207635140323","5.33243874114884","5.33356715051805","5.27292229523532","5.19690206461823"
"100005_at","Traf4","22032","Tnf receptor associated factor 4","7.39399802125076","7.21609076549876","7.64331222762246","7.28007039757366","7.45546937738617","7.449461282249","8.01154198942404","8.02284332953774"
"100006_at","Cdh11","12552","cadherin 11","4.91445827133745","5.11348855253945","4.91042291489008","6.7746405342459","4.40613913307813","4.8390261286607","4.62909207197646","5.24576111072664"
"100007_at","Irf2bp1","272359","interferon regulatory factor 2 binding protein 1","7.98366188779707","8.00223183756374","7.86242997863333","7.95459382757281","7.9628977404331","8.02485391545101","7.88347385988436","7.75476700656901"
"100009_r_at","Sox2","20674","SRY-box containing gene 2","2.71905545759995","2.90700203981044","2.61706170058241","2.60927692855996","2.52016270511301","2.7785284004224","2.66672496674777","2.50522480337477"
"100010_at","Klf3","16599","Kruppel-like factor 3 (basic)","7.33378396795106","6.98986302839952","7.17324242534493","7.50682743941638","7.07367314255488","7.11883155526001","7.0636145384302","7.0813500648079"
"100011_at","Klf3","16599","Kruppel-like factor 3 (basic)","6.1909989615059","5.98150966408347","5.94018297913737","6.20740495029591","5.9511629444821","5.90693491495341","5.84563875951237","5.65649571075598"
"100012_at","Laptm5","16792","lysosomal-associated protein transmembrane 5","7.03073270484676","7.08590049750125","7.02628273428255","6.99288276524414","7.11227130268838","7.35080036836425","6.96809575590258","7.1029111661391"
"100013_at","Ifi35","70110","interferon-induced protein 35","6.65956614979078","7.9576553596476","7.83718997196141","7.26452087398922","6.4029277133236","7.67471908750571","7.86276687671477","7.17766882016684"
"100014_at","Tlk2","24086","tousled-like kinase 2 (Arabidopsis)","6.00772147163486","5.91958527072353","6.00300403627907","6.16586188855092","5.92486683337378","5.80444145220944","6.03426277032315","5.89484560984652"
"100015_at","Yes1","22612","Yamaguchi sarcoma viral (v-yes) oncogene homolog 1","5.55659634531289","5.62794976614898","5.54055845102638","5.62568381784204","5.66286829939971","5.69273948614037","5.55039732380637","5.63655596640604"
